ID,URL,Name,Code,Legal form,Status,Registration Date,Capital,Address,Deletion Date,Tempo richiesta,Tempo estrazione Name,Tempo estrazione Code,Tempo estrazione Legal Form,Tempo estrazione Status,Tempo estrazione Reg. Date,Tempo estrazione Capital,Tempo estrazione Address,Tempo estrazione Del. Date,Tempo estrazione dati Rapp.,Tempo estrazione Partners,Tempo estrazione Activity
110,https://ariregister.rik.ee/eng/company/10285541/OSAÜHING-ASPAL-HAMBARAVI?search_id=16a1817&pos=110,,,,,,,,,71738900,0,0,0,0,0,0,0,0,0,0,0
111,https://ariregister.rik.ee/eng/company/12161234/Aspa-OÜ?search_id=16a1817&pos=111,,,,,,,,,71524300,0,0,0,0,0,0,0,0,0,0,0
112,https://ariregister.rik.ee/eng/company/10257556/osaühing-Asparagos?search_id=16a1817&pos=112,,,,,,,,,82433400,0,0,0,0,0,0,0,0,0,0,0
113,https://ariregister.rik.ee/eng/company/14430891/Asparagus-OÜ?search_id=16a1817&pos=113,,,,,,,,,146589700,0,0,0,0,0,0,0,0,0,0,0
114,https://ariregister.rik.ee/eng/company/11412488/Aspar-Eesti-Osaühing?search_id=16a1817&pos=114,,,,,,,,,68685800,0,0,0,995500,0,0,0,0,0,0,0
115,https://ariregister.rik.ee/eng/company/14697223/ASPARK-OÜ?search_id=16a1817&pos=115,,,,,,,,,65691200,0,0,0,0,0,0,0,0,0,0,0
116,https://ariregister.rik.ee/eng/company/10442584/osaühing-Aspar?search_id=16a1817&pos=116,,,,,,,,,87766000,0,0,0,0,0,0,0,0,0,0,0
117,https://ariregister.rik.ee/eng/company/12743002/Aspar-Teenused-OÜ?search_id=16a1817&pos=117,,,,,,,,,62390200,0,0,0,0,0,0,0,0,0,0,0
118,https://ariregister.rik.ee/eng/company/10090576/Osaühing-ASPAR-TRANS?search_id=16a1817&pos=118,,,,,,,,,124571800,0,1005500,0,0,0,0,0,0,0,0,0
119,https://ariregister.rik.ee/eng/company/14508541/Asparuh-OÜ?search_id=16a1817&pos=119,,,,,,,,,88075200,1000400,0,0,0,0,0,0,0,0,0,0
120,https://ariregister.rik.ee/eng/company/12228530/ASTRANCE-OÜ?search_id=16a1817&pos=120,,,,,,,,,68708300,0,0,0,0,0,0,0,0,0,0,0
121,https://ariregister.rik.ee/eng/company/12307424/Atlas-Aerospace-Accessories-Eesti-OÜ?search_id=16a1817&pos=121,,,,,,,,,66938500,1001000,0,0,0,0,0,0,0,0,0,0
122,https://ariregister.rik.ee/eng/company/11924575/AT-Rakennuspalvelu-OÜ?search_id=16a1817&pos=122,,,,,,,,,82468400,0,0,0,0,0,0,0,999800,0,0,0
123,https://ariregister.rik.ee/eng/company/80393870/MTÜ-Auspaus?search_id=16a1817&pos=123,,,,,,,,,78839000,0,0,0,0,0,0,0,0,976900,0,0
